Transaction ID,Timestamp,Sender Account ID,Receiver Account ID,Amount,Type,Device ID,IP Address,Location,Account Balance,Suspicious Activity Flag,User Device Recognition,Known Threat Flag,Login Location Match,Spending Pattern Deviation
T8296,1/4/25 21:55,A67228,B88886,3272.44,Withdrawal,D645,187.162.6.133,New York,4494.62,0,1,0,1,0
T8297,1/5/25 0:41,A72670,B24450,4206.98,Withdrawal,D548,142.95.65.223,Texas,2549.7,0,1,0,1,0
T8298,1/4/25 1:22,A17925,B11473,4858.68,Transfer,D798,219.84.16.18,New York,1177.29,1,1,0,1,1
T8299,1/2/25 6:29,A13107,B35525,9293.32,Deposit,D500,13.48.50.33,California,4936.83,0,1,0,1,0
T8300,1/6/25 0:32,A96388,B38572,1087.99,Deposit,D406,239.83.148.175,Texas,2958.89,0,0,0,1,1
T8301,1/1/25 4:47,A37617,B52028,5189.15,Deposit,D236,66.57.77.148,Florida,2402.17,1,1,0,1,0
T8302,1/1/25 14:42,A84258,B47079,3679.86,Transfer,D301,26.198.233.156,Florida,4596.65,0,1,0,1,0
T8303,1/2/25 18:50,A60075,B68967,9900.99,Transfer,D992,136.231.206.171,Florida,4443.49,0,1,0,1,0
T8304,1/5/25 20:20,A32631,B62047,8618.78,Transfer,D754,155.165.14.14,Florida,1151.27,0,1,1,1,0
T8305,1/6/25 1:42,A72444,B40110,4388.42,Transfer,D720,157.248.31.39,Texas,4233.76,0,1,0,1,0
T8306,1/6/25 16:36,A17883,B11946,9996.96,Deposit,D256,75.211.90.1,California,2959.88,1,1,0,1,0
T8307,1/1/25 15:39,A29708,B31943,5141.12,Deposit,D354,232.21.153.167,Florida,3693.8,0,1,0,0,0
T8308,1/6/25 16:47,A56221,B25740,1672.01,Withdrawal,D280,135.35.153.100,Florida,1583.82,0,0,0,1,0
T8309,1/2/25 9:02,A27197,B84712,5559.19,Transfer,D508,80.120.254.134,New York,3669.88,0,1,0,0,0
T8310,1/5/25 16:55,A31134,B54651,2262.83,Deposit,D952,255.128.218.233,California,1920.39,0,1,0,1,0
T8311,1/3/25 6:09,A43550,B47269,6363.49,Deposit,D830,217.159.205.82,Florida,1469.4,0,0,0,1,0
T8312,1/1/25 23:57,A24642,B87154,9374.46,Deposit,D127,8.234.58.171,Texas,1538.64,0,1,0,1,0
T8313,1/1/25 23:31,A30439,B48682,7862.2,Deposit,D762,64.245.148.125,Texas,2199.75,0,1,0,1,0
T8314,1/1/25 17:30,A34583,B34601,2732.36,Deposit,D970,147.176.246.224,California,4966.6,0,1,0,0,0
T8315,1/1/25 10:55,A89538,B42850,2969.29,Deposit,D711,127.32.145.168,Florida,1217.14,0,0,0,1,0
T8316,1/1/25 19:33,A72014,B51132,693.81,Transfer,D614,144.119.12.240,Texas,2323.66,0,1,0,1,0
T8317,1/3/25 3:32,A29523,B60150,2859.39,Withdrawal,D644,42.112.72.247,New York,3100.22,0,1,0,1,0
T8318,1/2/25 15:48,A80543,B15804,927.16,Withdrawal,D298,237.64.150.39,Texas,1827.6,0,0,0,1,1
T8319,1/3/25 3:53,A95971,B95061,4994.99,Transfer,D168,161.35.177.108,California,4846.42,0,1,0,0,1
T8320,1/5/25 21:10,A86830,B62034,7083.76,Deposit,D701,205.117.212.234,Florida,2842.27,0,1,0,1,0
T8321,1/6/25 21:35,A55538,B55061,7512.06,Transfer,D116,106.84.91.223,California,3770.87,0,1,0,1,0
T8322,1/4/25 22:03,A57310,B37419,596.23,Deposit,D948,157.39.139.92,Texas,2439.87,0,1,0,0,0
T8323,1/1/25 12:48,A20908,B33746,3400.22,Deposit,D978,128.217.15.209,Florida,1776.8,0,1,0,1,0
T8324,1/3/25 11:01,A67290,B88348,2882.43,Deposit,D934,96.243.49.233,California,2214.44,0,1,0,1,1
T8325,1/4/25 17:32,A63634,B77581,1043.9,Deposit,D934,42.86.239.187,California,2118.71,0,1,0,0,0
T8326,1/1/25 23:29,A22699,B35336,3625.35,Deposit,D645,132.148.64.94,Florida,4390.2,0,1,1,1,0
T8327,1/5/25 3:06,A76912,B55952,2993.9,Transfer,D875,81.148.70.64,New York,1059.04,0,1,0,0,0
T8328,1/3/25 21:11,A24255,B57143,6345.36,Transfer,D912,22.90.187.129,Texas,4574.57,0,1,0,1,0
T8329,1/6/25 1:00,A89183,B97204,8833.14,Withdrawal,D159,254.161.56.15,New York,2571.57,0,1,1,1,0
T8330,1/6/25 21:54,A70282,B69379,4548.96,Deposit,D283,103.201.83.175,California,3467.32,0,1,0,1,0
T8331,1/6/25 16:47,A68249,B44320,7466.91,Transfer,D937,228.24.195.159,California,4222.26,0,1,0,1,1
T8332,1/5/25 4:39,A48176,B46516,1460.96,Transfer,D968,249.44.91.167,New York,2843.95,0,1,0,1,0
T8333,1/2/25 13:45,A18163,B69789,8949.77,Deposit,D464,140.4.144.238,Texas,1370.44,0,1,0,1,0
T8334,1/6/25 20:20,A64210,B81114,1526.79,Deposit,D533,70.137.218.186,California,3166.79,0,1,0,1,1
T8335,1/6/25 14:14,A81979,B71240,1921.82,Transfer,D298,34.150.183.143,Florida,1486.32,0,1,0,1,1
T8336,1/6/25 12:19,A88860,B51798,1065.53,Deposit,D852,51.154.142.189,California,4298.7,0,1,0,1,0
T8337,1/6/25 9:00,A31143,B96615,3097.49,Transfer,D331,5.233.102.23,California,3591.56,0,1,0,1,0
T8338,1/6/25 2:50,A14920,B65920,5524.55,Withdrawal,D822,242.86.132.198,Texas,3368.58,0,1,0,1,1
T8339,1/6/25 11:11,A92911,B76473,9879.95,Deposit,D467,85.92.180.158,Florida,1001.55,0,1,0,1,1
T8340,1/5/25 16:43,A47996,B75326,7933.89,Withdrawal,D529,34.249.97.146,New York,4840.29,0,1,0,1,0
T8341,1/1/25 0:24,A21748,B83131,3804.98,Withdrawal,D663,33.221.210.209,New York,1521.33,0,1,0,1,0
T8342,1/4/25 9:21,A91251,B10424,5758.88,Withdrawal,D218,128.168.121.52,Texas,1733.85,1,1,0,1,0
T8343,1/6/25 22:11,A57252,B73874,6233.46,Deposit,D429,207.125.248.191,California,4944.63,0,1,0,1,0
T8344,1/5/25 0:07,A73179,B13051,8227.45,Withdrawal,D314,167.61.54.91,California,1358.12,0,1,0,1,0
T8345,1/4/25 19:07,A16450,B69481,7364.78,Transfer,D421,117.10.239.51,Texas,3966.58,0,1,0,0,0
T8346,1/3/25 15:47,A62756,B73872,5693.34,Transfer,D248,223.25.73.86,California,1379.85,0,1,0,1,0
T8347,1/5/25 18:59,A60235,B87774,6692.16,Deposit,D507,47.44.230.32,New York,3931.25,0,1,0,1,1
T8348,1/2/25 0:33,A10020,B37786,7459.43,Deposit,D787,191.77.8.77,New York,4557.54,0,0,0,0,0
T8349,1/6/25 19:45,A90253,B78230,1332.31,Withdrawal,D476,227.246.104.1,California,2398.78,0,1,0,1,0
T8350,1/6/25 6:05,A19664,B79131,2005.35,Deposit,D880,252.119.202.115,Florida,2249.48,1,1,0,1,1
T8351,1/6/25 19:20,A76635,B11267,6886.15,Transfer,D419,13.163.34.63,Texas,4731.99,0,0,0,1,0
T8352,1/6/25 16:30,A33225,B75957,8504.41,Transfer,D104,105.243.152.96,Florida,1298.6,0,1,0,1,0
T8353,1/4/25 21:11,A78173,B72645,4093.21,Transfer,D501,8.204.42.9,Texas,2390.19,0,1,0,1,0
T8354,1/4/25 1:20,A95333,B29650,9798.92,Deposit,D727,184.32.236.136,California,3611.71,0,1,0,1,0
T8355,1/4/25 9:18,A50225,B17017,2161.5,Transfer,D302,53.231.12.151,Florida,3749.96,0,1,0,1,0
T8356,1/2/25 2:55,A20807,B19849,4167.58,Deposit,D136,61.167.127.58,California,2812.07,0,0,0,1,0
T8357,1/6/25 0:34,A93274,B99049,3785.85,Withdrawal,D153,55.63.59.208,California,4414.59,0,0,0,1,0
T8358,1/3/25 9:53,A16402,B72453,9303.03,Transfer,D387,224.22.154.107,Texas,4395.88,0,0,0,1,1
T8359,1/5/25 4:35,A14521,B59117,2854.5,Withdrawal,D383,60.43.56.42,Texas,4268.27,0,1,0,0,0
T8360,1/3/25 12:42,A73165,B67247,4708.44,Transfer,D697,61.153.215.202,Texas,1683.09,0,1,0,0,0
T8361,1/3/25 23:41,A18382,B54899,1873.15,Transfer,D144,92.111.191.196,California,3586.73,0,0,0,1,0
T8362,1/5/25 9:45,A25065,B51644,5213.14,Transfer,D383,151.200.118.250,Florida,4403.93,0,1,0,0,0
T8363,1/5/25 22:29,A95470,B77762,8574.18,Withdrawal,D932,73.138.252.222,Texas,1377.09,0,0,0,0,0
T8364,1/2/25 18:17,A24425,B14388,3041.09,Transfer,D681,194.216.180.170,Texas,1978.35,0,1,0,1,1
T8365,1/6/25 21:36,A23111,B77958,8108.11,Withdrawal,D141,103.154.0.48,New York,4911.92,0,1,0,1,0
T8366,1/5/25 2:12,A50799,B49994,9113.2,Deposit,D516,47.207.226.206,California,2847.5,0,1,0,1,0
T8367,1/3/25 9:03,A63257,B84805,730.51,Transfer,D371,225.180.10.136,New York,3120.79,0,1,0,1,1
T8368,1/4/25 16:51,A71177,B87713,7564.49,Transfer,D240,60.120.87.100,Texas,2401.09,1,1,0,0,0
T8369,1/5/25 0:44,A91046,B87568,2554.18,Withdrawal,D670,98.21.103.229,New York,2568.76,0,1,0,1,0
T8370,1/2/25 22:31,A47851,B82852,1754.1,Transfer,D851,70.171.29.59,Florida,4578.09,0,1,0,0,0
T8371,1/3/25 15:41,A18816,B12843,6011.62,Deposit,D146,220.54.126.38,Florida,1836.95,0,1,0,1,0
T8372,1/6/25 19:24,A87853,B38015,7056.32,Transfer,D266,168.136.128.130,New York,2116.6,0,1,0,1,0
T8373,1/1/25 4:26,A12175,B79647,3948.22,Deposit,D721,196.138.131.235,Florida,3002.63,0,1,0,0,0
T8374,1/4/25 8:51,A21341,B55231,392.7,Deposit,D225,160.160.44.147,California,2242.29,0,1,0,1,0
T8375,1/4/25 3:23,A73908,B97579,9087.14,Transfer,D571,164.83.225.148,New York,4570.53,0,1,0,1,0
T8376,1/5/25 23:53,A35654,B56546,7307.74,Transfer,D910,57.50.70.143,California,3531.95,0,1,0,1,0
T8377,1/2/25 9:38,A70895,B61055,2717.4,Deposit,D720,223.163.177.74,Florida,3014.97,0,0,0,0,0
T8378,1/4/25 23:00,A69696,B59577,4969.14,Deposit,D776,247.175.28.41,New York,3416.28,0,0,1,0,0
T8379,1/5/25 1:57,A67889,B45169,278.9,Deposit,D469,97.186.182.119,New York,1079.32,0,1,0,1,0
T8380,1/6/25 11:18,A97144,B51709,3393.49,Transfer,D870,73.194.149.223,Texas,3967.02,0,1,0,1,1
T8381,1/3/25 9:36,A93115,B39415,5225.83,Withdrawal,D687,107.83.123.1,California,2341.72,0,0,1,1,0
T8382,1/2/25 11:04,A40194,B25685,5172.72,Transfer,D106,135.113.40.127,Texas,3432.78,0,1,0,1,1
T8383,1/2/25 20:46,A44837,B25963,2082.64,Withdrawal,D797,88.138.23.153,Texas,4328.72,1,1,0,0,0
T8384,1/3/25 19:41,A78894,B39698,7767.7,Withdrawal,D375,34.231.132.142,Florida,2381.95,0,1,0,1,0
T8385,1/2/25 5:21,A94358,B72415,2989.32,Transfer,D690,105.13.164.17,California,1147.85,0,0,0,1,0
T8386,1/5/25 20:44,A51576,B66400,5804.52,Withdrawal,D164,203.194.103.173,California,1003.88,0,1,0,1,0
T8387,1/5/25 6:37,A29727,B65450,2715.95,Deposit,D726,224.67.245.56,Florida,4439.33,1,1,0,0,1
T8388,1/6/25 12:58,A44579,B96962,4252.25,Transfer,D301,39.217.212.172,Florida,3186.11,0,1,0,0,0
T8389,1/4/25 12:03,A26555,B60711,2075.94,Withdrawal,D241,143.111.61.22,California,3601.81,0,1,0,1,0
T8390,1/1/25 22:57,A63294,B81571,6330.44,Deposit,D197,215.251.200.253,Florida,3387.17,0,0,0,0,1
T8391,1/5/25 3:39,A59777,B82607,4256.42,Withdrawal,D916,82.218.103.222,California,1676.03,0,1,0,0,0
T8392,1/3/25 4:25,A15906,B30578,162.16,Withdrawal,D316,50.0.76.172,Florida,1152.97,0,0,0,0,0
T8393,1/2/25 13:41,A50751,B38842,282.62,Deposit,D685,3.54.88.137,Texas,1972.81,0,1,0,0,0
T8394,1/5/25 18:02,A79599,B26531,4711.87,Deposit,D392,214.249.106.29,Florida,4963.57,0,1,0,1,0
T8395,1/2/25 5:52,A84180,B12170,1833.08,Transfer,D607,141.223.157.4,New York,2671.16,0,1,0,0,0
T8396,1/3/25 15:34,A83678,B17297,5850.84,Withdrawal,D233,236.14.144.47,Florida,4700.31,0,1,0,0,0
T8397,1/4/25 13:44,A41644,B14163,4082.51,Transfer,D361,96.203.24.243,New York,2041.03,0,1,0,1,1
T8398,1/4/25 2:45,A43521,B50794,6544.54,Transfer,D383,18.58.180.214,California,3861.56,0,1,0,1,0
T8399,1/4/25 14:13,A21564,B51787,9524,Withdrawal,D201,166.126.4.167,Texas,1104.17,0,1,0,1,0
T8400,1/2/25 20:01,A80640,B67219,5287.83,Withdrawal,D476,212.185.99.205,Florida,1052.45,0,0,0,0,0
T8401,1/3/25 20:55,A37299,B34448,7874,Transfer,D305,133.18.67.23,California,2863.53,0,1,0,1,0
T8402,1/4/25 10:55,A57958,B79152,7530.66,Deposit,D752,89.233.146.58,New York,3596.35,1,0,0,1,0
T8403,1/2/25 1:15,A66078,B66437,9217.99,Transfer,D112,60.31.105.44,Texas,4848.96,0,0,0,1,1
T8404,1/2/25 18:11,A23421,B38299,2140.96,Withdrawal,D860,162.181.231.233,California,1118.81,0,0,0,1,0
T8405,1/4/25 9:59,A98747,B51119,8273.44,Deposit,D222,129.224.201.44,California,4951.49,0,0,0,0,0
T8406,1/1/25 16:45,A21202,B87093,9055.3,Transfer,D109,160.22.225.248,California,2887.25,0,1,0,1,0
T8407,1/4/25 22:38,A52185,B48648,3928.24,Withdrawal,D691,105.163.221.230,California,4065.54,0,1,0,1,0
T8408,1/1/25 5:02,A13685,B24096,3138.85,Deposit,D266,68.212.207.198,Florida,3585.14,0,1,0,1,0
T8409,1/6/25 16:21,A52637,B84279,9520.41,Deposit,D710,136.243.120.104,California,1991.14,0,1,0,1,0
T8410,1/1/25 9:48,A28366,B17391,6276.7,Deposit,D818,234.87.48.25,California,2330.14,0,0,0,1,1
T8411,1/4/25 10:47,A34276,B84891,3807.38,Withdrawal,D250,223.234.26.254,Florida,3364.45,0,0,0,1,0
T8412,1/5/25 19:06,A90946,B72830,7918.49,Transfer,D136,168.82.199.228,New York,1385.48,0,1,0,0,0
T8413,1/2/25 16:24,A58239,B80783,3045.43,Withdrawal,D988,133.210.106.86,Texas,4098.88,0,1,0,1,0
T8414,1/3/25 23:51,A85214,B50286,1764.9,Withdrawal,D875,65.60.66.65,Texas,4198.34,0,1,0,1,0
T8415,1/5/25 17:12,A34575,B81826,5440.15,Deposit,D573,204.223.42.152,Florida,4282.54,0,1,0,0,0
T8416,1/5/25 8:27,A51401,B47595,5662.55,Transfer,D543,106.61.12.221,Florida,4394.34,0,1,0,1,1
T8417,1/2/25 12:40,A51230,B72740,8257.64,Deposit,D441,82.23.117.236,New York,3756.37,0,1,0,0,0
T8418,1/4/25 4:53,A89424,B60929,4570.82,Withdrawal,D104,96.186.76.94,Texas,3975.77,0,1,0,1,0
T8419,1/4/25 8:23,A92263,B42827,8146.05,Deposit,D989,165.7.57.157,Florida,3354.76,0,1,0,1,0
T8420,1/5/25 8:48,A78617,B36209,3113.92,Withdrawal,D325,18.223.29.54,California,1906.69,0,1,0,1,0
T8421,1/2/25 2:36,A33021,B90752,5754.11,Withdrawal,D638,173.165.16.97,Florida,1332.17,0,1,0,0,1
T8422,1/5/25 17:32,A19449,B83396,2085.52,Withdrawal,D223,207.125.186.36,Texas,1714.22,1,1,1,1,0
T8423,1/1/25 20:04,A25657,B88961,3855.07,Deposit,D502,54.115.133.193,New York,1772.43,0,1,0,0,0
T8424,1/3/25 6:23,A45059,B23806,8575.54,Transfer,D910,68.41.254.210,New York,4031.56,0,1,0,1,0
T8425,1/2/25 23:51,A11532,B35406,2160.67,Deposit,D134,64.229.216.79,California,4790.99,0,0,0,0,1
T8426,1/5/25 20:11,A60805,B44360,8102.58,Withdrawal,D336,221.93.9.167,California,4257.75,0,1,0,1,0
T8427,1/3/25 5:35,A91551,B90000,2829.43,Deposit,D567,179.23.186.20,Texas,4968.82,0,0,0,0,0
T8428,1/4/25 0:37,A47756,B48865,345.86,Withdrawal,D598,242.179.102.78,California,1174.64,0,0,0,1,1
T8429,1/1/25 3:09,A81880,B16458,1100.24,Transfer,D611,132.163.114.242,Texas,1128.35,0,1,0,1,1
T8430,1/3/25 3:49,A84642,B19151,7459.05,Transfer,D922,233.21.135.222,Texas,3734.2,0,1,0,1,0
T8431,1/4/25 16:35,A44206,B64869,2621.45,Withdrawal,D416,51.128.83.27,Florida,1102.43,0,1,0,1,0
T8432,1/2/25 4:18,A62168,B82024,6541.8,Transfer,D402,30.52.151.253,California,4562.91,0,1,0,1,0
T8433,1/5/25 3:55,A85188,B34541,6992.29,Withdrawal,D201,44.134.129.200,Florida,2888.69,0,1,0,1,0
T8434,1/6/25 1:07,A34550,B31803,3451.84,Deposit,D688,62.82.40.240,Florida,4697.63,0,1,0,1,1
T8435,1/5/25 21:06,A16389,B53183,4749.71,Deposit,D411,88.22.177.73,Texas,1999.41,0,0,0,1,0
T8436,1/1/25 8:48,A97897,B54776,4038.27,Transfer,D181,214.160.42.210,Texas,3569.63,0,1,0,0,1
T8437,1/4/25 5:42,A45847,B72323,9473.54,Transfer,D757,54.50.97.164,Texas,3796.22,0,1,0,1,1
T8438,1/5/25 21:16,A89239,B21170,3200.17,Withdrawal,D292,62.66.172.248,Texas,2149.05,0,1,0,1,0
T8439,1/1/25 23:09,A28642,B92966,1834.05,Transfer,D323,70.106.176.128,Florida,2469.03,0,1,0,1,0
T8440,1/1/25 0:06,A46509,B57284,3656.56,Transfer,D152,181.254.163.192,New York,3205.8,0,1,0,0,1
T8441,1/6/25 13:32,A89417,B19260,6695.49,Transfer,D444,168.93.177.95,New York,2534.57,1,1,0,1,0
T8442,1/4/25 13:26,A59237,B17636,6973.93,Withdrawal,D184,176.210.46.126,New York,2966.09,0,1,0,1,0
T8443,1/1/25 3:12,A25414,B46108,9240.65,Deposit,D979,9.43.239.43,Texas,2824.02,0,1,0,1,0
T8444,1/5/25 16:50,A73176,B25941,8817.66,Withdrawal,D740,224.108.3.63,California,3663.97,0,1,0,1,0
T8445,1/1/25 6:14,A89865,B78971,2883.92,Withdrawal,D310,147.53.235.114,New York,1325.31,0,1,0,1,0
T8446,1/4/25 13:33,A72059,B38355,4552.18,Transfer,D963,252.206.168.245,Florida,4826.5,0,0,0,1,0
T8447,1/6/25 23:32,A59150,B82836,7472.94,Deposit,D875,29.70.229.168,Florida,1411.39,0,1,0,1,0
T8448,1/6/25 17:14,A98367,B97719,9165.46,Withdrawal,D282,209.250.93.135,Texas,2352.43,0,1,0,1,0
T8449,1/4/25 2:26,A51091,B43733,3372.31,Transfer,D371,84.241.108.70,Florida,1034.81,0,0,0,1,0
T8450,1/1/25 22:27,A83124,B17444,4444.97,Withdrawal,D605,235.196.159.207,Florida,4264.08,0,1,1,1,0
T8451,1/5/25 4:27,A10903,B98598,8994.88,Transfer,D326,39.189.217.154,New York,1450.05,0,1,0,1,0
T8452,1/4/25 3:21,A64235,B24610,3585.48,Deposit,D933,245.166.122.219,New York,2113.97,0,1,0,0,0
T8453,1/1/25 0:25,A68565,B76036,4805.65,Deposit,D111,32.65.104.78,Florida,2807.05,0,1,0,1,0
T8454,1/6/25 14:30,A65342,B14554,9045.14,Transfer,D192,230.198.211.12,New York,4375.9,0,1,1,0,0
T8455,1/5/25 17:57,A52723,B35545,8022.63,Withdrawal,D429,95.28.67.210,Florida,4068.99,0,1,0,0,0
T8456,1/5/25 12:12,A45572,B60139,2435.07,Withdrawal,D289,137.99.75.185,Florida,1599.71,0,0,0,0,1
T8457,1/4/25 21:26,A27610,B71971,3248.63,Deposit,D697,213.127.154.98,New York,2786.67,0,1,0,0,0
T8458,1/5/25 15:42,A44052,B56059,3530.23,Withdrawal,D965,185.103.208.69,Texas,2330.94,0,1,0,1,0
T8459,1/4/25 14:49,A97063,B16771,9127.47,Transfer,D888,44.177.175.170,New York,4793.96,0,1,0,0,0
T8460,1/6/25 23:13,A47550,B93035,9989.34,Transfer,D392,13.96.171.243,Texas,4422.97,0,0,0,0,0
T8461,1/5/25 16:05,A64033,B79468,7740.27,Transfer,D360,155.188.165.198,California,1601.7,0,1,0,0,0
T8462,1/1/25 17:46,A39011,B36055,4843.78,Deposit,D809,74.32.194.149,Florida,2718.53,0,1,0,0,1
T8463,1/6/25 23:07,A44764,B47202,102.73,Deposit,D422,140.92.133.191,California,2778.74,0,1,0,1,0
T8464,1/5/25 7:39,A63533,B37700,6975.18,Deposit,D109,105.181.230.42,Florida,4843.66,0,0,0,1,0
T8465,1/5/25 3:36,A34064,B13567,3894.22,Transfer,D187,182.27.57.14,New York,4181.03,0,1,0,1,0
T8466,1/4/25 20:14,A59581,B77194,6330.23,Deposit,D439,151.106.113.89,California,4236.18,0,1,0,0,0
T8467,1/2/25 3:09,A38702,B52836,6067.33,Transfer,D417,189.192.25.109,California,2472.44,1,1,0,1,0
T8468,1/2/25 2:05,A95701,B36627,4808.84,Withdrawal,D648,94.188.214.223,Florida,3782.12,0,1,0,1,0
T8469,1/6/25 12:14,A18631,B48568,9443.93,Deposit,D322,235.128.81.208,Florida,2280.96,0,1,0,1,0
T8470,1/2/25 15:48,A97388,B30760,232.44,Withdrawal,D786,45.235.219.0,Texas,4298.15,0,1,0,1,0
T8471,1/3/25 20:54,A80043,B39985,7121.61,Withdrawal,D308,50.163.68.68,Texas,4840.34,0,0,0,0,0
T8472,1/6/25 20:29,A76063,B89944,4098.99,Deposit,D148,127.65.202.98,New York,3440.5,0,1,0,1,1
T8473,1/4/25 3:18,A38981,B50785,7138.19,Deposit,D635,29.223.135.1,California,3114.93,0,0,0,1,0
T8474,1/3/25 19:35,A45764,B45583,6752.52,Withdrawal,D949,99.102.24.146,California,4489.97,0,0,0,0,0
T8475,1/3/25 8:15,A60513,B43738,103.37,Withdrawal,D717,242.70.103.13,Texas,4620.1,0,1,0,1,0
T8476,1/3/25 17:12,A76198,B34204,2854.1,Withdrawal,D922,131.173.32.36,New York,1360.78,0,0,0,1,0
T8477,1/6/25 22:39,A34940,B88821,1891.73,Transfer,D362,106.29.238.211,California,3789.25,0,1,0,0,1
T8478,1/3/25 23:03,A81792,B26643,1670.7,Withdrawal,D305,205.154.119.12,Florida,3513.85,0,1,0,1,0
T8479,1/3/25 5:34,A38432,B80561,7285.04,Transfer,D780,198.81.37.179,Florida,1840.68,0,1,0,1,0
T8480,1/4/25 14:22,A18367,B47126,2396.27,Deposit,D596,230.72.86.94,Florida,1499.44,0,0,0,1,1
T8481,1/5/25 10:08,A35511,B68126,4747.9,Withdrawal,D997,65.167.165.40,California,2141.02,1,1,0,1,0
T8482,1/4/25 0:57,A18573,B92424,2470.64,Deposit,D769,230.132.191.55,New York,1675.94,0,1,0,1,0
T8483,1/6/25 7:49,A25582,B55258,5802.76,Withdrawal,D852,214.255.48.186,Texas,1970.33,0,1,0,0,1
T8484,1/2/25 19:57,A15378,B44527,7206.02,Deposit,D564,95.244.166.207,Texas,4670.44,0,1,0,1,0
T8485,1/1/25 3:13,A75296,B33898,3311.42,Withdrawal,D734,249.54.202.205,Texas,4664.87,0,1,0,0,0
T8486,1/4/25 21:27,A23500,B89923,6030.61,Transfer,D119,191.2.244.135,Florida,2014.16,0,1,0,1,1
T8487,1/4/25 5:17,A75841,B66912,8248.72,Deposit,D667,206.248.253.72,California,1808.47,0,1,0,0,0
T8488,1/2/25 14:27,A31881,B56435,943.15,Deposit,D891,15.25.244.159,California,2818.17,0,1,0,1,0
T8489,1/5/25 7:15,A80233,B13794,7107,Withdrawal,D207,81.7.102.243,Texas,3655.89,0,1,0,0,0
T8490,1/5/25 21:49,A61542,B79126,3232.13,Transfer,D239,116.59.223.201,Texas,1551.71,0,1,0,1,0
T8491,1/2/25 0:00,A75285,B24698,1227.38,Transfer,D190,11.203.186.186,California,4269.52,0,1,0,1,1
T8492,1/3/25 10:27,A69547,B22332,5457,Transfer,D370,201.161.120.157,Texas,1294.31,1,1,0,1,0
T8493,1/6/25 3:53,A72151,B19593,2263.4,Withdrawal,D428,43.222.165.152,California,1453.42,1,1,0,1,0
T8494,1/6/25 17:45,A17222,B68132,8213.8,Deposit,D309,151.96.188.136,Florida,3545.59,0,1,0,1,0
T8495,1/2/25 13:48,A17933,B21036,429.92,Withdrawal,D787,216.83.47.208,Texas,1816.86,0,1,0,1,0
T8496,1/1/25 7:57,A93385,B89908,987.43,Transfer,D672,51.197.191.35,Texas,1916.23,0,0,0,1,0
T8497,1/4/25 7:37,A99772,B63164,5210.44,Transfer,D554,104.147.217.103,California,4505.46,0,1,0,0,1
T8498,1/4/25 18:44,A88437,B29351,5889.83,Deposit,D383,177.11.134.167,New York,2456.71,0,1,0,1,1
T8499,1/3/25 11:00,A16940,B68413,7299.14,Withdrawal,D465,221.213.41.92,Texas,4685.05,0,0,0,1,0
T8500,1/4/25 10:57,A94590,B28059,2593.35,Withdrawal,D583,85.215.66.177,New York,1434.8,0,1,0,0,0
T8501,1/5/25 8:15,A69145,B37188,8417.76,Transfer,D102,168.151.217.196,New York,4726.63,0,1,0,1,0
T8502,1/6/25 9:36,A53610,B77852,9531.47,Deposit,D883,12.228.117.213,Texas,4658.87,0,1,0,1,0
T8503,1/4/25 10:16,A67520,B91795,4990.89,Deposit,D263,161.102.130.95,Texas,3159.02,0,1,0,1,0
T8504,1/2/25 14:27,A14544,B21829,7605.55,Transfer,D487,215.200.130.213,New York,4033.32,1,1,0,1,1
T8505,1/2/25 9:17,A64812,B83673,5248.96,Withdrawal,D108,151.229.201.34,New York,2748.65,0,1,0,0,0
T8506,1/5/25 9:16,A81610,B34502,695.6,Withdrawal,D465,19.104.171.75,Texas,4062.8,0,1,0,1,1
T8507,1/1/25 19:59,A61500,B37204,3261.79,Deposit,D111,47.42.203.80,California,1972.19,0,1,0,0,0
T8508,1/2/25 23:16,A49618,B11265,875.78,Deposit,D173,67.233.240.199,Texas,4612.58,0,1,0,1,1
T8509,1/3/25 15:05,A35444,B45751,9888.8,Transfer,D337,254.198.182.209,Florida,4153.87,0,1,0,1,0
T8510,1/2/25 2:36,A95982,B97821,2291.03,Deposit,D911,153.158.181.183,Florida,3930.29,0,1,0,0,1
T8511,1/5/25 8:24,A66586,B34315,6359.37,Withdrawal,D207,55.126.52.199,California,4219.41,0,1,0,1,0
T8512,1/5/25 13:25,A34789,B57457,2844.17,Withdrawal,D624,188.33.45.207,New York,2379.38,1,1,0,0,0
T8513,1/1/25 8:02,A11617,B56875,6532.81,Deposit,D333,83.73.49.196,New York,1759.67,0,1,0,1,1
T8514,1/5/25 4:32,A13333,B70359,2104.81,Transfer,D538,239.10.114.229,New York,2419.26,0,1,0,1,0
T8515,1/2/25 5:05,A50002,B53420,7852.92,Withdrawal,D856,230.85.74.145,Florida,1154.93,0,1,0,1,0
T8516,1/4/25 21:22,A73620,B43379,1109.01,Withdrawal,D580,209.158.211.61,Texas,2080.92,0,1,0,0,0
T8517,1/6/25 1:16,A97688,B74102,8951.61,Transfer,D932,22.103.180.61,California,3429.21,0,1,1,1,0
T8518,1/1/25 13:46,A99627,B64664,8404.38,Deposit,D191,73.16.125.40,Texas,4386.17,0,1,0,1,0
T8519,1/4/25 21:49,A10511,B80960,6788.39,Withdrawal,D971,254.108.7.158,New York,4721.3,0,1,0,1,1
